PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:low,PLANT_INFO_Mode:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_SimulationTime:high,PLANT_INFO_VC:high,PLANT_INFO_Mode:high,CTRL_INFO_ModeSetting:high
0,1865,0,0,0,430,0,0
0,1865,0,0,1,431,0,0
0,1865,0,0,2,433,0,0
0,1866,0,0,3,434,0,0
0,1866,0,0,4,436,0,0
0,1867,0,0,5,438,0,0
0,1867,0,0,6,439,0,0
0,1868,0,0,6,441,0,0
0,1868,0,0,8,443,0,0
0,1869,0,0,9,444,0,0
0,1869,0,0,10,446,0,0
0,1870,0,0,11,448,0,0
0,1870,0,0,12,449,0,0
0,1871,0,0,13,451,0,0
0,1871,0,0,14,453,0,0
0,1871,0,0,15,454,0,0
0,1872,0,0,16,456,0,0
0,1872,0,0,17,458,0,0
0,1873,0,0,18,459,0,0
0,1873,0,0,19,461,0,0
0,1874,0,0,20,463,0,0
0,1874,0,0,21,464,0,0
0,1875,0,0,22,466,0,0
0,1875,0,0,23,468,0,0
0,1875,0,0,24,469,0,0
0,1876,0,0,25,471,0,0
0,1876,0,0,26,473,0,0
0,1877,0,0,27,474,0,0
0,1877,0,0,28,476,0,0
0,1878,0,0,29,478,0,0
0,1878,0,0,30,479,0,0
0,1878,0,0,31,481,0,0
0,1879,0,0,32,483,0,0
0,1879,0,0,33,484,0,0
0,1880,0,0,34,486,0,0
0,1880,0,0,35,488,0,0
0,1881,0,0,36,489,0,0
0,1881,0,0,37,491,0,0
0,1881,0,0,38,493,0,0
0,1882,0,0,39,494,0,0
0,1882,0,0,40,496,0,0
0,1883,0,0,41,498,0,0
0,1883,0,0,42,499,0,0
0,1884,0,0,43,501,0,0
0,1884,0,0,44,503,0,0
0,1884,0,0,45,504,0,0
0,1885,0,0,46,506,0,0
0,1885,0,0,47,508,0,0
0,1886,0,0,48,509,0,0
0,1886,0,0,49,511,0,0
0,1886,0,0,50,513,0,0
0,1887,0,0,51,514,0,0
0,1887,0,0,52,516,0,0
0,1888,0,0,53,518,0,0
0,1888,0,0,54,519,0,0
0,1888,0,0,55,521,0,0
0,1889,0,0,56,523,0,0
0,1889,0,0,57,524,0,0
0,1889,0,0,58,526,0,0
0,1890,0,0,59,528,0,0
0,1890,0,0,60,529,0,0
0,1891,0,0,61,531,0,0
0,1891,0,0,62,533,0,0
0,1891,0,0,63,534,0,0
0,1892,0,0,64,536,0,0
0,1892,0,0,65,538,0,0
0,1893,0,0,66,539,0,0
0,1893,0,0,67,541,0,0
0,1893,0,0,68,543,0,0
0,1894,0,0,69,544,0,0
0,1894,0,0,70,546,0,0
0,1894,0,0,71,548,0,0
0,1895,0,0,72,549,0,0
0,1895,0,0,73,551,0,0
0,1895,0,0,74,553,0,0
0,1896,0,0,75,554,0,0
0,1896,0,0,76,556,0,0
0,1897,0,0,77,558,0,0
0,1897,0,0,78,559,0,0
0,1897,0,0,79,561,0,0
0,1898,0,0,80,563,0,0
