PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:low,PLANT_INFO_Mode:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_SimulationTime:high,PLANT_INFO_VC:high,PLANT_INFO_Mode:high,CTRL_INFO_ModeSetting:high
0,492,1,0,0,743,0,0
0,491,1,0,1,743,0,0
0,490,0,0,2,743,0,0
0,491,0,0,3,744,0,0
0,492,0,0,4,744,0,0
0,493,0,0,5,744,0,0
0,494,0,0,6,745,0,0
0,495,0,0,6,745,0,0
0,496,0,0,8,746,0,0
0,497,0,0,9,746,0,0
0,498,0,0,10,746,0,0
0,499,0,0,11,747,0,0
0,500,0,0,12,747,0,0
0,501,0,0,13,747,0,0
0,502,0,0,14,748,0,0
0,503,0,0,15,748,0,0
0,504,0,0,16,749,0,0
0,505,0,0,17,749,0,0
0,506,0,0,18,749,0,0
0,507,0,0,19,750,0,0
0,508,0,0,20,750,0,0
0,509,0,0,21,751,0,0
0,510,0,0,22,751,0,0
0,510,0,0,23,751,0,0
0,511,0,0,24,752,0,0
0,512,0,0,25,752,0,0
0,513,0,0,26,753,0,0
0,514,0,0,27,753,0,0
0,515,0,0,28,753,0,0
0,516,0,0,29,754,0,0
0,517,0,0,30,754,0,0
0,518,0,0,31,755,0,0
0,519,0,0,32,755,0,0
0,520,0,0,33,755,0,0
0,521,0,0,34,756,0,0
0,522,0,0,35,756,0,0
0,523,0,0,36,757,0,0
0,524,0,0,37,757,0,0
0,525,0,0,38,757,0,0
0,526,0,0,39,758,0,0
0,527,0,0,40,758,0,0
0,528,0,0,41,759,0,0
0,529,0,0,42,759,0,0
0,530,0,0,43,759,0,0
0,531,0,0,44,760,0,0
0,532,0,0,45,760,0,0
0,532,0,0,46,761,0,0
0,533,0,0,47,761,0,0
0,534,0,0,48,762,0,0
0,535,0,0,49,762,0,0
0,536,0,0,50,762,0,0
0,537,0,0,51,763,0,0
0,538,0,0,52,763,0,0
0,539,0,0,53,764,0,0
0,540,0,0,54,764,0,0
0,541,0,0,55,764,0,0
0,542,0,0,56,765,0,0
0,543,0,0,57,765,0,0
0,544,0,0,58,766,0,0
0,545,0,0,59,766,0,0
0,546,0,0,60,767,0,0
0,547,0,0,61,767,0,0
0,548,0,0,62,767,0,0
0,548,0,0,63,768,0,0
0,549,0,0,64,768,0,0
0,550,0,0,65,769,0,0
0,551,0,0,66,769,0,0
0,552,0,0,67,770,0,0
0,553,0,0,68,770,0,0
0,554,0,0,69,770,0,0
0,555,0,0,70,771,0,0
0,556,0,0,71,771,0,0
0,557,0,0,72,772,0,0
0,558,0,0,73,772,0,0
0,559,0,0,74,773,0,0
0,560,0,0,75,773,0,0
0,561,0,0,76,774,0,0
0,561,0,0,77,774,0,0
0,562,0,0,78,774,0,0
0,563,0,0,79,775,0,0
