PLANT_INFO_VC:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_Mode:low,PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:high,CTRL_INFO_ModeSetting:high,PLANT_INFO_Mode:high,PLANT_INFO_SimulationTime:high
21,0,1,0,1409,0,0,7858
19,0,0,0,1409,0,0,7859
20,0,0,0,1409,0,0,7860
21,0,0,0,1409,0,0,7861
22,0,0,0,1409,0,0,7862
22,0,0,0,1409,0,0,7863
23,0,0,0,1409,0,0,7864
24,0,0,0,1409,0,0,7865
25,0,0,0,1408,0,0,7866
25,0,0,0,1408,0,0,7867
26,0,0,0,1408,0,0,7868
27,0,0,0,1408,0,0,7869
28,0,0,0,1408,0,0,7870
28,0,0,0,1408,0,0,7871
29,0,0,0,1408,0,0,7872
30,0,0,0,1408,0,0,7873
30,0,0,0,1408,0,0,7874
31,0,0,0,1408,0,0,7875
32,0,0,0,1407,0,0,7876
33,0,0,0,1407,0,0,7877
33,0,0,0,1407,0,0,7878
34,0,0,0,1407,0,0,7879
35,0,0,0,1407,0,0,7880
36,0,0,0,1407,0,0,7881
36,0,0,0,1407,0,0,7882
37,0,0,0,1407,0,0,7883
38,0,0,0,1407,0,0,7884
39,0,0,0,1407,0,0,7885
39,0,0,0,1406,0,0,7886
40,0,0,0,1406,0,0,7887
41,0,0,0,1406,0,0,7888
41,0,0,0,1406,0,0,7889
42,0,0,0,1406,0,0,7890
43,0,0,0,1406,0,0,7891
44,0,0,0,1406,0,0,7892
44,0,0,0,1406,0,0,7893
45,0,0,0,1406,0,0,7894
46,0,0,0,1406,0,0,7895
46,0,0,0,1406,0,0,7896
47,0,0,0,1406,0,0,7897
48,0,0,0,1405,0,0,7898
49,0,0,0,1405,0,0,7899
49,0,0,0,1405,0,0,7900
50,0,0,0,1405,0,0,7901
51,0,0,0,1405,0,0,7902
52,0,0,0,1405,0,0,7903
52,0,0,0,1405,0,0,7904
53,0,0,0,1405,0,0,7905
54,0,0,0,1405,0,0,7906
54,0,0,0,1405,0,0,7907
55,0,0,0,1405,0,0,7908
56,0,0,0,1405,0,0,7909
57,0,0,0,1404,0,0,7910
57,0,0,0,1404,0,0,7911
58,0,0,0,1404,0,0,7912
59,0,0,0,1404,0,0,7913
59,0,0,0,1404,0,0,7914
60,0,0,0,1404,0,0,7915
61,0,0,0,1404,0,0,7916
62,0,0,0,1404,0,0,7917
62,0,0,0,1404,0,0,7918
63,0,0,0,1404,0,0,7919
64,0,0,0,1404,0,0,7920
65,0,0,0,1404,0,0,7921
65,0,0,0,1404,0,0,7922
66,0,0,0,1404,0,0,7923
67,0,0,0,1403,0,0,7924
67,0,0,0,1403,0,0,7925
68,0,0,0,1403,0,0,7926
69,0,0,0,1403,0,0,7927
70,0,0,0,1403,0,0,7928
70,0,0,0,1403,0,0,7929
71,0,0,0,1403,0,0,7930
72,0,0,0,1403,0,0,7931
72,0,0,0,1403,0,0,7932
73,0,0,0,1403,0,0,7933
74,0,0,0,1403,0,0,7934
75,0,0,0,1403,0,0,7935
